barcode,line,stand,bin,location
8809738322857,24,10,6,24-10-6
8809738323199,36,1,3,36-1-3
8809738323991,5,2,1,5-2-1
8809738324004,5,2,1,5-2-1
8809738324271,8,2,4,8-2-4
8809738324813,27,1,4,27-1-4
8809738325155,24,10,5,24-10-5
8809738325308,36,4,1,36-4-1
8809738325315,36,4,2,36-4-2
8809738325322,36,4,1,36-4-1
8809738325339,36,4,3,36-4-3
8809738325346,36,4,3,36-4-3
8809738325766,24,10,5,24-10-5
8809738325889,24,10,5,24-10-5
8809743544626,24,1,2,24-1-2
8809743546323,24,1,1,24-1-1
8809750461640,25,1,1,25-1-1
8809750463446,26,5,2,26-5-2
8809750463743,35,6,4,35-6-4
8809782551814,23,4,1,23-4-1
8809782554464,25,1,1,25-1-1
8809782555508,21,1,7,21-1-7
8809782559063,24,1,2,24-1-2
8809783324097,24,1,1,24-1-1
8809784600152,36,4,1,36-4-1
8809784600183,26,6,1,26-6-1
8809784600268,25,2,4,25-2-4
8809784600350,25,2,5,25-2-5
8809784600824,25,2,5,25-2-5
8809784600831,25,3,4,25-3-4
8809784600985,25,2,4,25-2-4
8809784601272,36,4,1,36-4-1
8809784601340,25,2,4,25-2-4
8809784601746,25,3,4,25-3-4
8809784602187,36,4,1,36-4-1
8809788850003,38,5,2,38-5-2
8809788850010,32,1,2,32-1-2
8809788850638,32,0,0,32-0-0
8809788910264,25,10,1,25-10-1
8809788910288,25,10,1,25-10-1
8809788910295,25,10,1,25-10-1
8809788920010,29,0,0,29-0-0
8809788920638,31,0,0,31-0-0
8809800941672,24,3,3,24-3-3
8809803507950,35,4,4,35-4-4
8809808420659,24,0,0,24-0-0
8809809428327,24,0,0,24-0-0
8809809429003,3,9,1,3-9-1
8809809800130,25,11,2,25-11-2
8809809800161,25,11,2,25-11-2
8809809800215,25,11,2,25-11-2
8809809800253,13,8,2,13-8-2
8809809800260,13,8,1,13-8-1
8809809800840,35,6,4,35-6-4
8809809800857,35,6,4,35-6-4
8809809801786,22,9,2,22-9-2
8809809801977,13,8,3,13-8-3
8809809802936,13,8,3,13-8-3
8809809803834,35,5,3,35-5-3
8809809804039,35,6,4,35-6-4
8809809804091,35,5,3,35-5-3
8809809804121,35,5,3,35-5-3
8809809804800,24,3,2,24-3-2
8809823390006,24,11,6,24-11-6
8809828412024,25,11,3,25-11-3
8809835060041,25,11,4,25-11-4
8809835060348,23,0,24,23-0-24
8809844710807,23,5,2,23-5-2
8809844712283,22,10,4,22-10-4
8809844712313,22,9,4,22-9-4
8809844712535,22,10,5,22-10-5
8809864752689,21,3,2,21-3-2
8809864766884,22,2,4,22-2-4
8809868140055,34,1,1,34-1-1
8809868140062,33,1,3,33-1-3
8809868140987,33,1,3,33-1-3
8809871384057,35,3,5,35-3-5
8809871384064,35,3,5,35-3-5
8809871384071,35,3,5,35-3-5
8809871388420,23,1,4,23-1-4
8809871388451,23,1,5,23-1-5
8809871388499,23,3,4,23-3-4
8809871388536,24,3,4,24-3-4
8809874682679,22,4,1,22-4-1
8809874682686,22,4,1,22-4-1
8809874682709,22,4,1,22-4-1
8809874682716,22,4,1,22-4-1
8809874682723,22,4,1,22-4-1
8809874682747,22,4,1,22-4-1
8809874682754,22,4,1,22-4-1
8809874682761,22,4,1,22-4-1
8809874683119,22,4,1,22-4-1
8809874683157,22,4,1,22-4-1
8809874683164,22,4,1,22-4-1
8809874683188,22,4,1,22-4-1
8809874683201,22,4,1,22-4-1
8809874683263,22,4,2,22-4-2
8809874683287,22,4,1,22-4-1
8809874683300,22,4,1,22-4-1
8809874683867,22,4,4,22-4-4
8809874683898,22,4,2,22-4-2
8809874683980,22,4,1,22-4-1
8809874684062,22,4,1,22-4-1
8809874684079,22,4,1,22-4-1
8809874684239,22,4,1,22-4-1
8809874684390,22,4,1,22-4-1
8809875456019,23,6,2,23-6-2
8809875456026,25,1,1,25-1-1
8809875456347,23,6,2,23-6-2
8809875456477,23,4,3,23-4-3
8809875456484,23,4,2,23-4-2
8809875457788,24,4,2,24-4-2
8809875457795,23,4,3,23-4-3
8809875457801,23,4,4,23-4-4
8809875457825,24,4,2,24-4-2
8809875457863,24,4,2,24-4-2
8809875457887,24,4,2,24-4-2
8809875457894,24,4,2,24-4-2
8809875457979,24,4,2,24-4-2
8809875906477,22,2,2,22-2-2
8809875906811,24,1,2,24-1-2
8809875907412,26,6,2,26-6-2
8809886480058,23,1,3,23-1-3
8809886480867,24,2,2,24-2-2
8809886481154,24,2,2,24-2-2
8809886481413,24,2,5,24-2-5
8809886481864,24,3,2,24-3-2
8809886481932,23,3,2,23-3-2
8809886481963,24,3,1,24-3-1
8809886481970,23,3,2,23-3-2
8809886481987,24,2,4,24-2-4
8809886482366,24,2,2,24-2-2
8809886482434,23,3,4,23-3-4
8809913830047,23,0,24,23-0-24
8809913830085,25,2,4,25-2-4
8809913830115,25,1,2,25-1-2
8809913830122,24,6,3,24-6-3
8809913830139,25,11,1,25-11-1
8809913830177,25,2,5,25-2-5
8809913830191,25,2,3,25-2-3
8809913830214,24,6,3,24-6-3
8809913830337,25,2,5,25-2-5
8809913830610,24,6,3,24-6-3
8809913831327,36,4,1,36-4-1
8809913832010,36,4,1,36-4-1
8809913832041,36,4,1,36-4-1
8809913832065,36,4,1,36-4-1
8809913832492,23,0,24,23-0-24
8809913832515,23,0,24,23-0-24
8809928131153,26,1,2,26-1-2
8809928133812,25,11,4,25-11-4
8809936587119,23,7,7,23-7-7
8809937360834,36,0,0,36-0-0
8809945100781,24,4,3,24-4-3
8809945100798,24,4,3,24-4-3
8809945100804,24,4,3,24-4-3
8809945100811,24,4,3,24-4-3
8809945100828,24,4,3,24-4-3
8809945100835,24,4,3,24-4-3
8809949482722,28,11,2,28-11-2
8809949482739,28,12,2,28-12-2
8809949482746,28,12,2,28-12-2
8809949497245,24,2,3,24-2-3
8809949498198,35,2,2,35-2-2
8809949498204,35,2,2,35-2-2
8809953770907,23,0,24,23-0-24
8809953771270,23,0,24,23-0-24
8809953773328,10,3,4,10-3-4
8809953773335,10,3,3,10-3-3
8809953773342,10,3,3,10-3-3
8809954110016,14,8,2,14-8-2
8809954110115,35,2,3,35-2-3
8809954110139,35,2,3,35-2-3
8809954110146,35,2,3,35-2-3
8809954110153,35,3,4,35-3-4
8809954110474,14,2,3,14-2-3
8809954110498,35,3,6,35-3-6
8809954110504,35,3,6,35-3-6
8809954110535,35,3,4,35-3-4
8809960356033,24,6,1,24-6-1
8809960356170,23,1,2,23-1-2
8809960356620,26,2,4,26-2-4
8809960356767,36,4,2,36-4-2
8809968130123,21,3,2,21-3-2
8809968130130,21,4,6,21-4-6
8809968130239,22,3,1,22-3-1
8809968130246,21,3,3,21-3-3
8809968130277,21,2,5,21-2-5
8809981334928,23,5,3,23-5-3
8809981339206,25,12,4,25-12-4
8809982768524,23,5,4,23-5-4
8809982769828,25,12,3,25-12-3
8809982769866,23,1,3,23-1-3
8809982769903,24,6,1,24-6-1
8809990746101,24,1,3,24-1-3
8809990746118,24,1,3,24-1-3
8809990746125,24,1,5,24-1-5
881211657067,14,4,3,14-4-3
8822003350393,31,1,1,31-1-1
8825669544151,36,0,0,36-0-0
8825669545660,36,0,0,36-0-0
8825669545769,36,0,0,36-0-0
8825669545783,36,0,0,36-0-0
8825669545905,36,0,0,36-0-0
8825669546001,36,0,0,36-0-0
8825669546599,36,0,0,36-0-0
8825669546858,36,0,0,36-0-0
8836073153037,29,3,6,29-3-6
8836073153068,29,3,6,29-3-6
884486493699,5,1,2,5-1-2
8850006304709,10,8,4,10-8-4
8850006304785,10,8,4,10-8-4
8850006304792,10,8,4,10-8-4
8850006304839,10,9,4,10-9-4
8850006304846,10,10,3,10-10-3
8850006305515,10,9,3,10-9-3
8850006306468,10,8,4,10-8-4
8850006932964,29,4,2,29-4-2
8850007012504,19,4,5,19-4-5
8850008800063,14,8,6,14-8-6
8850008900015,16,7,5,16-7-5
8850008900039,16,7,5,16-7-5
8850008900060,16,7,5,16-7-5
8850008900077,16,7,5,16-7-5
8850014411093,39,1,0,39-1-0
8850014481157,39,7,0,39-7-0
8850014481164,39,7,0,39-7-0
8850014980094,39,6,3,39-6-3
8850014980100,40,6,4,40-6-4
8850014991571,39,0,0,39-0-0
8850029013671,21,5,3,21-5-3
8850029035413,21,5,4,21-5-4
8850252030049,25,1,5,25-1-5
8850273152119,34,1,1,34-1-1
8850273341209,33,3,1,33-3-1
8850273888810,33,6,2,33-6-2
8850273888827,33,6,2,33-6-2
8850460988774,1,4,2,1-4-2
8850460988781,1,6,2,1-6-2
8850596132058,33,4,1,33-4-1
8850596132065,33,4,1,33-4-1
8850596132072,33,5,1,33-5-1
8850596140411,33,5,4,33-5-4
8850596140428,33,4,4,33-4-4
8850596140435,33,2,4,33-2-4
8850596140442,33,4,4,33-4-4
8850596713134,33,3,2,33-3-2
8850596911141,33,3,3,33-3-3
8850596912032,33,4,4,33-4-4
8850596918003,33,3,3,33-3-3
8850596918010,33,0,34,33-0-34
8850596918027,33,4,2,33-4-2
8850596918058,33,4,2,33-4-2
8850596918065,33,4,2,33-4-2
8850596918119,33,5,4,33-5-4
8850596918126,33,3,5,33-3-5
8850596918133,33,4,1,33-4-1
8850596924011,12,7,3,12-7-3
8850596924042,12,11,4,12-11-4
8850596924059,12,11,4,12-11-4
8850596932061,33,5,3,33-5-3
8850596932078,33,4,2,33-4-2
8850596932085,33,6,3,33-6-3
8850596954049,33,4,2,33-4-2
8850596955022,33,4,1,33-4-1
8850596955060,33,3,1,33-3-1
8850596955077,33,3,1,33-3-1
8850596955107,33,3,3,33-3-3
8850596955114,33,3,3,33-3-3
8850596959105,33,4,3,33-4-3
8850596964017,33,4,2,33-4-2
8850596965083,31,2,3,31-2-3
8850596980031,33,6,7,33-6-7
8850596980079,33,3,3,33-3-3
8850596990023,33,3,4,33-3-4
8850596990047,33,3,3,33-3-3
8850596990054,33,4,3,33-4-3
8850596990078,33,3,2,33-3-2
8850596990092,33,4,3,33-4-3
8850596990122,33,4,2,33-4-2
8850596990139,33,4,2,33-4-2
8850596990146,33,4,2,33-4-2
8850596990238,33,0,34,33-0-34
8850596998111,33,3,3,33-3-3
8850596998128,33,3,2,33-3-2
8850596998159,33,5,4,33-5-4
8850596998210,33,6,3,33-6-3
8850596998227,33,6,3,33-6-3
8850596998234,33,6,3,33-6-3
8850596998319,33,4,2,33-4-2
8850596998333,33,4,2,33-4-2
8850609900025,16,7,3,16-7-3
8850609900223,20,5,4,20-5-4
8850609900261,14,8,5,14-8-5
8850609900438,16,7,5,16-7-5
8850723749609,12,7,4,12-7-4
8850723749616,13,10,3,13-10-3
8850723749623,13,10,3,13-10-3
8850723749630,25,12,3,25-12-3
8850723749647,12,7,5,12-7-5
8850723749654,2,2,1,2-2-1
8850723749661,4,3,1,4-3-1
8850723749678,7,7,5,7-7-5
8850723749685,2,2,1,2-2-1
8850723749692,4,3,1,4-3-1
8850723749708,7,7,5,7-7-5
8850723749715,7,7,5,7-7-5
8850723749722,7,7,5,7-7-5
8850723749739,7,7,5,7-7-5
8850723749746,25,12,2,25-12-2
8850723749753,14,8,5,14-8-5
8850723749760,36,2,2,36-2-2
8850723749777,13,10,3,13-10-3
8850723749784,12,7,5,12-7-5
8850723749791,12,7,5,12-7-5
8850723749807,12,7,3,12-7-3
8851072012611,40,6,4,40-6-4
8851072020517,39,3,4,39-3-4
8851072030844,39,1,3,39-1-3
8851072030868,40,10,1,40-10-1
8851072031179,39,7,0,39-7-0
8851123341011,17,2,3,17-2-3
8851123341035,17,8,3,17-8-3
8851123342612,17,2,3,17-2-3
8851123343022,12,1,4,12-1-4
8851123343657,18,1,1,18-1-1
8851123344395,15,7,4,15-7-4
8851123344500,15,7,4,15-7-4
8851123349086,18,1,2,18-1-2
8851123703420,17,2,3,17-2-3
8851123703468,17,8,3,17-8-3
8851123705721,17,2,3,17-2-3
8851123705776,18,3,3,18-3-3
8851123707114,12,1,5,12-1-5
8851123709002,14,8,4,14-8-4
8851123709026,14,8,4,14-8-4
8851123710060,13,10,3,13-10-3
8851123710572,13,10,3,13-10-3
8851123740579,18,3,3,18-3-3
8851123740593,17,8,3,17-8-3
8851123741040,14,8,4,14-8-4
8851123750028,19,3,4,19-3-4
8851123805414,17,8,3,17-8-3
8851141097532,11,6,5,11-6-5
8851141774181,11,6,6,11-6-6
8851356500018,7,4,3,7-4-3
8851593375202,13,1,4,13-1-4
885190342914,25,12,7,25-12-7
885190342921,25,12,7,25-12-7
885190821006,26,3,1,26-3-1
885190821020,26,3,1,26-3-1
885190821099,26,4,5,26-4-5
8851929020233,15,4,3,15-4-3
8851929021919,18,2,3,18-2-3
8851929021926,18,2,3,18-2-3
8851932143578,13,8,5,13-8-5
8851932377416,25,1,4,25-1-4
8851932408110,25,2,4,25-2-4
8851932408127,25,2,4,25-2-4
8851932408134,25,2,4,25-2-4
8851932459174,27,2,1,27-2-1
8851932459181,27,2,1,27-2-1
8851932459204,27,2,1,27-2-1
8851932459228,27,2,1,27-2-1
8851932459747,17,10,3,17-10-3
8851932459754,17,10,3,17-10-3
8851932459761,17,10,3,17-10-3
8851932463898,28,11,3,28-11-3
8851932463911,28,11,3,28-11-3
8851932463935,28,11,3,28-11-3
8851932463959,28,11,3,28-11-3
8851932463973,28,11,3,28-11-3
8851932475938,28,11,3,28-11-3
8851932475976,28,11,3,28-11-3
8851989060378,19,2,3,19-2-3
8851989060392,19,4,2,19-4-2
8851989060408,19,4,2,19-4-2
8851989060422,19,2,3,19-2-3
8851989061054,17,2,3,17-2-3
8851989061061,18,6,4,18-6-4
8851989061290,19,2,3,19-2-3
8851989061832,19,4,3,19-4-3
8851989061849,19,4,3,19-4-3
8851989061894,18,6,4,18-6-4
8851989062075,19,4,2,19-4-2
8851989062488,19,4,3,19-4-3
8851989062495,19,4,3,19-4-3
8851989063836,19,5,3,19-5-3
8851989065939,19,4,3,19-4-3
8851989065946,19,4,3,19-4-3
8851989066301,19,4,2,19-4-2
8851989066318,19,4,2,19-4-2
8851989066349,19,4,2,19-4-2
8851989066363,19,4,3,19-4-3
8851989067063,19,5,3,19-5-3
8851989067070,19,2,3,19-2-3
8851989082462,25,2,1,25-2-1
8851989082479,25,2,4,25-2-4
8851989961101,18,6,3,18-6-3
8851989961897,18,6,3,18-6-3
8852008610055,10,2,4,10-2-4
8853976000428,11,5,1,11-5-1
8853976000800,15,10,2,15-10-2
8853976004181,15,5,4,15-5-4
8853976004327,25,1,3,25-1-3
8853976004334,25,3,2,25-3-2
8853976004341,11,5,1,11-5-1
8853976004396,13,5,4,13-5-4
8853976004419,13,5,4,13-5-4
8853976004440,15,11,1,15-11-1
8853976004464,13,9,3,13-9-3
8853976004471,14,8,3,14-8-3
8853976004488,13,9,3,13-9-3
8853976004709,15,2,3,15-2-3
8853976004860,13,8,3,13-8-3
8853976004969,15,3,3,15-3-3
8853976005355,25,3,3,25-3-3
8853976005478,15,4,5,15-4-5
8853976005485,15,4,5,15-4-5
8853976006598,15,5,4,15-5-4
8853976006611,15,4,5,15-4-5
8853976006628,15,5,4,15-5-4
8853976006710,15,5,4,15-5-4
8853976006727,18,1,2,18-1-2
8853976006734,18,2,2,18-2-2
8853976006741,18,6,2,18-6-2
8853976006765,16,3,1,16-3-1
8854478129303,16,7,3,16-7-3
8854478355887,16,4,3,16-4-3
8855140000289,5,3,4,5-3-4
8855140000296,5,3,4,5-3-4
8855140000302,5,3,4,5-3-4
8855140000524,27,1,2,27-1-2
8855140000548,27,1,2,27-1-2
8855140000579,27,1,2,27-1-2
8855140000586,27,1,2,27-1-2
8855140000593,27,1,2,27-1-2
8855140000661,5,3,4,5-3-4
8855140004034,15,5,4,15-5-4
8855140004058,15,5,4,15-5-4
8855140004072,15,5,4,15-5-4
8855140004096,15,5,4,15-5-4
8855140004119,15,5,4,15-5-4
8855140004737,8,6,3,8-6-3
8855140007684,8,6,3,8-6-3
885587-00776-3,36,1,2,36-1-2
8855887004106,36,6,4,36-6-4
8855887007541,36,6,3,36-6-3
8855887007763,36,1,2,36-1-2
8855887008494,36,2,2,36-2-2
8855887008661,36,1,2,36-1-2
8855887009828,36,6,3,36-6-3
8856153248514,12,7,3,12-7-3
8857087000148,16,1,3,16-1-3
8857087000216,12,1,4,12-1-4
8857087000223,12,1,4,12-1-4
8857087000551,18,3,6,18-3-6
8857087000575,18,3,6,18-3-6
8857087000827,16,3,4,16-3-4
8857087000889,17,5,3,17-5-3
8857087000933,17,7,4,17-7-4
8857087000940,18,1,1,18-1-1
8857087000971,16,1,3,16-1-3
8857087001015,16,7,2,16-7-2
8857087001053,16,7,3,16-7-3
8857087001077,15,9,1,15-9-1
8857087001114,15,3,3,15-3-3
8857087001121,16,7,2,16-7-2
8857087001183,16,7,3,16-7-3
8857087001190,15,9,1,15-9-1
8857087001312,16,7,4,16-7-4
8857087001480,15,3,4,15-3-4
8857087004085,15,5,5,15-5-5
8857087004108,15,5,5,15-5-5
8857087004122,15,5,5,15-5-5
8857087004139,15,5,5,15-5-5
8857087004146,15,5,5,15-5-5
8857087004153,15,5,5,15-5-5
8857087006102,35,2,2,35-2-2
8857087006225,35,2,5,35-2-5
8857087006362,16,7,4,16-7-4
8857087006379,16,7,4,16-7-4
8857087006409,16,2,4,16-2-4
8857087006423,16,2,2,16-2-2
8857087006430,16,2,2,16-2-2
8857087008014,14,4,4,14-4-4
8857087008038,25,10,4,25-10-4
8857087008809,17,7,2,17-7-2
8857087008823,17,7,2,17-7-2
8857087008830,16,4,4,16-4-4
8857087009011,15,2,2,15-2-2
8857087009028,15,2,2,15-2-2
8857087009035,15,5,5,15-5-5
8857087009219,15,2,1,15-2-1
8857087009233,15,2,2,15-2-2
8857087009257,15,4,5,15-4-5
8857087009448,15,5,5,15-5-5
8857087009646,15,2,1,15-2-1
8857087009660,15,2,1,15-2-1
8857087009844,12,7,5,12-7-5
8857087009851,12,2,4,12-2-4
8857101110150,15,3,4,15-3-4
8857101110457,36,4,3,36-4-3
8857101110754,12,3,3,12-3-3
8857101111164,15,3,4,15-3-4
8857101111171,15,3,4,15-3-4
8857101125390,25,2,1,25-2-1
8857101125420,25,2,2,25-2-2
8857101125628,12,3,4,12-3-4
8857101125680,12,4,3,12-4-3
8857101125697,12,4,3,12-4-3
8857101125703,25,2,2,25-2-2
8857101125789,12,4,4,12-4-4
8857101125819,11,2,3,11-2-3
8857101126908,12,1,3,12-1-3
8857101129480,12,3,4,12-3-4
8857101129497,12,3,4,12-3-4
8857101129503,12,3,4,12-3-4
8857101134194,12,3,4,12-3-4
8857101134200,12,3,4,12-3-4
8857101140751,15,3,4,15-3-4
8857101146081,12,3,4,12-3-4
8857101146098,12,3,3,12-3-3
8857101146104,12,3,3,12-3-3
8857101146272,12,3,5,12-3-5
8857101146289,12,3,2,12-3-2
8857101150538,35,3,1,35-3-1
8857101150569,25,2,4,25-2-4
8857101157148,36,4,2,36-4-2
8857101157155,25,2,2,25-2-2
8857101157889,36,1,4,36-1-4
8857101158664,36,2,3,36-2-3
8857101159135,25,10,5,25-10-5
8857101159784,36,4,3,36-4-3
8857102910223,28,12,3,28-12-3
8857122752841,25,0,26,25-0-26
8857126154013,12,2,4,12-2-4
8857200098472,19,4,3,19-4-3
8858184002370,25,1,4,25-1-4
8858184002400,25,10,3,25-10-3
8858184002417,35,2,4,35-2-4
8858184002424,15,0,16,15-0-16
8858184008495,4,2,1,4-2-1
8858587007699,19,4,1,19-4-1
8858587007705,19,4,1,19-4-1
8858718650534,25,2,5,25-2-5
8858718650541,25,2,5,25-2-5
8858838100018,5,2,6,5-2-6
8858838100025,5,2,6,5-2-6
8858838100032,5,2,6,5-2-6
8858842000243,28,1,5,28-1-5
8858842000274,28,1,5,28-1-5
8858842000335,28,1,5,28-1-5
8858842002797,18,11,4,18-11-4
8858842002858,18,11,4,18-11-4
8858842002896,36,6,5,36-6-5
8858842002940,18,11,4,18-11-4
8858842002964,18,11,4,18-11-4
8858842003992,36,6,5,36-6-5
8858842005781,18,11,4,18-11-4
8858842005804,17,10,4,17-10-4
8858842005828,18,11,4,18-11-4
8858842005842,17,11,4,17-11-4
8858842005880,35,5,4,35-5-4
8858842005910,35,5,4,35-5-4
8858842005934,35,5,4,35-5-4
8858842009390,36,6,5,36-6-5
8858842009413,35,5,4,35-5-4
8858842009437,35,5,4,35-5-4
8858842010617,36,6,5,36-6-5
8858842010631,36,6,5,36-6-5
8858842010662,35,5,4,35-5-4
8858842010686,35,5,4,35-5-4
8858842014011,36,6,5,36-6-5
8858842015230,36,6,5,36-6-5
8858842015339,36,6,5,36-6-5
8858842015353,36,6,5,36-6-5
8858842029015,35,6,2,35-6-2
8858842030110,36,6,3,36-6-3
8858842031926,36,6,2,36-6-2
8858842031933,36,6,3,36-6-3
8858842031964,36,6,1,36-6-1
8858842032169,36,6,2,36-6-2
8858842032183,36,6,1,36-6-1
8858842034484,18,11,4,18-11-4
8858842034507,17,10,4,17-10-4
8858842036563,17,10,4,17-10-4
8858842038291,36,6,3,36-6-3
8858842038314,36,6,3,36-6-3
8858842043554,36,6,5,36-6-5
8858842043615,36,6,2,36-6-2
8858842043776,35,4,1,35-4-1
8858842044674,15,11,3,15-11-3
8858842044858,15,11,3,15-11-3
8858842045152,36,6,3,36-6-3
8858842045220,36,6,3,36-6-3
8858842046784,3,8,5,3-8-5
8858842049969,35,5,4,35-5-4
8858842052198,36,6,2,36-6-2
8858842053447,36,6,2,36-6-2
8858842054826,35,4,1,35-4-1
8858842057629,30,11,5,30-11-5
8858842059494,36,6,2,36-6-2
8858842062340,8,3,3,8-3-3
8858842062364,3,8,5,3-8-5
8858842062531,36,6,3,36-6-3
8858842065297,35,5,4,35-5-4
8858842070376,35,3,3,35-3-3
8858842070390,35,5,4,35-5-4
8858842072813,30,11,5,30-11-5
8858842073605,25,3,5,25-3-5
8858842074688,26,6,5,26-6-5
8858842074978,12,1,4,12-1-4
8858842075807,36,6,3,36-6-3
8858842077665,12,1,5,12-1-5
8858842081105,12,1,4,12-1-4
8858842081167,35,5,4,35-5-4
8858842082164,19,5,5,19-5-5
8858842082188,19,5,5,19-5-5
8858842082218,19,5,3,19-5-3
8858842084595,36,6,3,36-6-3
8858842087114,17,10,3,17-10-3
8858842088449,9,3,3,9-3-3
8858842089668,36,6,3,36-6-3
8858842089705,36,6,3,36-6-3
8858842090138,36,6,3,36-6-3
8858842091357,26,4,5,26-4-5
8858842091371,26,4,5,26-4-5
8858842091876,25,2,3,25-2-3
8858842092415,36,6,2,36-6-2
8858842092422,36,6,2,36-6-2
8858842092682,30,11,5,30-11-5
8858842094600,35,4,1,35-4-1
8858842096376,36,6,3,36-6-3
8858842096390,35,5,4,35-5-4
8858842096451,9,2,3,9-2-3
8858842097816,25,2,3,25-2-3
8858842099452,17,10,4,17-10-4
8858842099490,17,10,3,17-10-3
8858842099858,8,4,2,8-4-2
8858845301064,11,2,5,11-2-5
8858845301071,11,2,6,11-2-6
8858845307547,3,2,2,3-2-2
8858845309329,14,3,5,14-3-5
8858845310653,15,5,3,15-5-3
8858845314170,12,1,4,12-1-4
8858845314477,36,4,1,36-4-1
8858845315283,13,5,4,13-5-4
8858845317348,15,4,6,15-4-6
8858845317355,15,4,6,15-4-6
8858845319533,15,3,3,15-3-3
8858845321314,15,5,6,15-5-6
8858853021817,7,6,2,7-6-2
8858854445209,15,5,3,15-5-3
8858854601971,8,2,2,8-2-2
8858854615206,6,3,5,6-3-5
8858854615213,6,3,5,6-3-5
8858854615220,6,3,5,6-3-5
8858854617958,36,1,4,36-1-4
8858854617965,36,1,4,36-1-4
8858854617972,36,1,4,36-1-4
8858854617989,36,1,4,36-1-4
8858854618092,8,1,4,8-1-4
8858854618108,8,1,2,8-1-2
8858854618115,8,1,5,8-1-5
8858854618122,8,1,4,8-1-4
8858854618139,8,1,2,8-1-2
8858854618467,15,10,2,15-10-2
8858854618474,15,10,1,15-10-1
8858854618481,15,10,1,15-10-1
8858854618528,16,4,5,16-4-5
8858854618535,15,6,2,15-6-2
8858854618559,16,4,5,16-4-5
8858854618566,15,6,5,15-6-5
8858854618573,16,4,5,16-4-5
8858854618580,16,4,5,16-4-5
8858854618610,8,1,3,8-1-3
8858854618634,8,1,5,8-1-5
8858854618641,8,1,5,8-1-5
8858854618658,8,1,3,8-1-3
8858854618665,8,1,5,8-1-5
8858854618672,8,1,3,8-1-3
8858854618689,8,1,2,8-1-2
8858854618696,8,1,4,8-1-4
8858854618702,8,1,4,8-1-4
8858854618726,16,4,5,16-4-5
8858854618740,8,3,1,8-3-1
8858854618757,15,6,6,15-6-6
8858854618764,15,5,6,15-5-6
8858854618771,15,5,6,15-5-6
8858854618788,15,6,6,15-6-6
8858854618795,15,10,1,15-10-1
8858854618801,15,6,6,15-6-6
8858854618818,15,10,1,15-10-1
8858854618832,15,10,1,15-10-1
8858854618917,8,7,3,8-7-3
8858854618924,8,7,3,8-7-3
8858854618931,8,7,3,8-7-3
8858854619204,35,4,2,35-4-2
8858854619211,11,1,5,11-1-5
8858854619228,12,1,2,12-1-2
8858854619235,11,1,5,11-1-5
8858854619242,11,1,5,11-1-5
8858854619259,11,1,5,11-1-5
8858854619679,35,4,2,35-4-2
8858854619693,35,4,2,35-4-2
8858854619709,35,4,2,35-4-2
8858854619730,35,4,2,35-4-2
8858854619747,35,4,2,35-4-2
8858854619761,35,4,2,35-4-2
8858854619785,11,1,5,11-1-5
8858854619822,35,4,3,35-4-3
8858854619839,35,4,2,35-4-2
8858854619860,26,6,3,26-6-3
8858854645036,29,1,5,29-1-5
8858854645104,7,3,3,7-3-3
8858854645111,8,4,4,8-4-4
8858854645128,8,4,3,8-4-3
8858854645135,8,4,3,8-4-3
8858854645159,15,5,4,15-5-4
8858854645166,15,4,5,15-4-5
8858854645180,16,5,2,16-5-2
8858854645203,15,5,2,15-5-2
8858854645210,15,5,4,15-5-4
8858854645258,11,1,5,11-1-5
8858854645265,11,1,5,11-1-5
8858854645272,11,8,5,11-8-5
8858854645333,12,3,4,12-3-4
8858854645357,4,4,1,4-4-1
8858854645494,26,3,5,26-3-5
8858854645708,12,3,3,12-3-3
8858854645739,26,3,4,26-3-4
8858854645746,12,4,4,12-4-4
8858854645753,26,3,4,26-3-4
8858854645838,15,4,5,15-4-5
8858854645845,15,4,5,15-4-5
8858854645869,15,4,5,15-4-5
8858854645876,15,4,5,15-4-5
8858854645968,26,3,4,26-3-4
8858854645975,26,3,4,26-3-4
8858854645982,26,3,1,26-3-1
8858854646002,13,7,4,13-7-4
8858854646163,11,1,5,11-1-5
8858854646194,12,3,4,12-3-4
8858854646200,12,1,3,12-1-3
8858854646217,12,1,3,12-1-3
8858854647795,4,2,1,4-2-1
8858854647801,7,3,3,7-3-3
8858854647818,13,2,5,13-2-5
8858854647825,13,2,5,13-2-5
8858854647832,13,2,5,13-2-5
8858854647849,13,1,1,13-1-1
8858854647870,26,6,5,26-6-5
8858854647894,7,3,3,7-3-3
8858854647917,26,3,4,26-3-4
8858854647924,26,3,4,26-3-4
8858854647955,8,3,4,8-3-4
8858854647962,7,4,3,7-4-3
8858854648358,14,9,5,14-9-5
8858854648396,12,1,4,12-1-4
8858854648402,12,1,3,12-1-3
8858854652010,26,2,5,26-2-5
8858854652027,26,3,4,26-3-4
8858854652034,25,1,3,25-1-3
8858854652041,12,1,4,12-1-4
8858854652058,12,3,2,12-3-2
8858854652065,12,3,5,12-3-5
8858854652072,12,3,5,12-3-5
8858854652102,26,2,5,26-2-5
8858854652119,26,2,5,26-2-5
8858854652126,13,11,3,13-11-3
8858854652133,12,2,5,12-2-5
8858854652188,25,12,3,25-12-3
8858854652232,13,11,4,13-11-4
8858854652249,12,3,5,12-3-5
8858854652263,12,3,5,12-3-5
8858854652270,12,5,5,12-5-5
